HGNC ID(s)	Agilent SurePrint G3 GE 8x60k v2 probe
HGNC:47243	
	
	
	
	
	
	
	
	
	
HGNC:48404	
	
	
	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4982	
HGNC:4061	
HGNC:25903	
HGNC:25903	
HGNC:25903	
HGNC:28560	
HGNC:28560	
HGNC:28560	
HGNC:28560	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:23925	
HGNC:46094	
	
HGNC:33980	
HGNC:36342	
	
	
HGNC:45164	
HGNC:37212	
	
	
	
	
HGNC:9588	
HGNC:9588	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:23112	
HGNC:23112	
HGNC:23112	
HGNC:23112	
HGNC:23112	
HGNC:23112	
	
HGNC:41894	
	
	
	
HGNC:42456	
	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:6863	
HGNC:5839	
HGNC:44070	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:3010	
HGNC:5788	
HGNC:5741	
HGNC:5742	
HGNC:5821	
HGNC:5743	
HGNC:5744	
HGNC:5776	
HGNC:5815	
HGNC:5730	
HGNC:5731	
HGNC:5777	
HGNC:5816	
HGNC:5732	
HGNC:5733	
HGNC:5778	
HGNC:5779	
HGNC:5817	
HGNC:5836	
HGNC:5734	
HGNC:5780	
HGNC:5781	
HGNC:5818	
HGNC:5782	
	
HGNC:5735	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:17853	
HGNC:5783	
HGNC:5784	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:946	
HGNC:5785	
HGNC:5819	
HGNC:5736	
HGNC:5737	
HGNC:5737	
HGNC:5820	
HGNC:5738	
HGNC:5786	
HGNC:5739	
HGNC:5787	
HGNC:5740	
HGNC:5789	
HGNC:5789	
	
	
	
	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:24656	
HGNC:47093	
	
HGNC:12004	
HGNC:12004	
HGNC:12004	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:166	
HGNC:20661	
HGNC:20661	
HGNC:20661	
HGNC:20661	
HGNC:20661	
HGNC:20661	
HGNC:47750	
HGNC:46498	
	
	
HGNC:34447	
HGNC:34447	
HGNC:6568	
HGNC:6568	
HGNC:47103	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:6565	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:17360	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
HGNC:3149	
	
	
	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
HGNC:5045	
	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
HGNC:24795	
	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:10886	
HGNC:7798	
HGNC:7798	
HGNC:7798	
HGNC:7798	
HGNC:7798	
HGNC:7798	
HGNC:44662	
HGNC:44662	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
HGNC:17697	
	
HGNC:10380	
HGNC:10380	
HGNC:10380	
HGNC:10380	
	
HGNC:18754	
HGNC:18754	
HGNC:18754	
HGNC:18754	
HGNC:18754	
HGNC:18754	
HGNC:18754	
HGNC:18753	
HGNC:18753	
HGNC:18753	
HGNC:18753	
HGNC:18753	
HGNC:18753	
HGNC:18753	
HGNC:13249	
	
	
	
	
HGNC:46689	
HGNC:35175	
HGNC:15777	
HGNC:15777	
HGNC:15777	
HGNC:15777	
HGNC:15777	
	
HGNC:46485	
HGNC:35177	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
HGNC:30871	
	
	
	
	
HGNC:47372	
	
	
HGNC:34261	
	
	
	
	
	
	
	
HGNC:126	
HGNC:126	
HGNC:126	
HGNC:126	
HGNC:7517	
HGNC:7517	
HGNC:7517	
HGNC:7517	
	
	
	
HGNC:46644	
	
HGNC:14783	
HGNC:14784	
HGNC:15776	
HGNC:15776	
HGNC:15776	
HGNC:15776	
HGNC:15776	
HGNC:8342	
HGNC:47906	
	
HGNC:15132	
	
	
	
HGNC:8162	
	
HGNC:48499	
HGNC:21464	
HGNC:21464	
HGNC:33730	
HGNC:33730	
HGNC:33730	
HGNC:33730	
HGNC:33730	
HGNC:33730	
HGNC:33730	
HGNC:33730	
	
HGNC:44408	
HGNC:44408	
	
HGNC:7515	
HGNC:39141	
HGNC:14294	
HGNC:3275	
HGNC:3275	
HGNC:3275	
HGNC:3275	
HGNC:3275	
HGNC:3275	
HGNC:3275	
HGNC:3275	
	
HGNC:46812	
HGNC:12413	
	
HGNC:43074	
	
HGNC:43075	
HGNC:33855	
	
HGNC:48703	
HGNC:46302	
HGNC:38670	
HGNC:51575	
	
HGNC:19136	
HGNC:7690	
HGNC:7690	
HGNC:7690	
HGNC:7690	
	
	
	
	
	
	
	
	
	
	
HGNC:10816	
HGNC:10816	
HGNC:10816	
HGNC:10816	
HGNC:10816	
HGNC:10816	
HGNC:10816	
HGNC:10816	
HGNC:10816	
	
	
HGNC:50800	
HGNC:45274	
	
	
HGNC:2628	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:11631	
	
	
	
	
	
	
HGNC:2001	
HGNC:2001	
HGNC:2001	
HGNC:38650	
	
	
HGNC:44405	
HGNC:44405	
HGNC:15783	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:2625	
	
HGNC:2628	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:11631	
	
	
	
	
HGNC:45902	
	
	
	
HGNC:49082	
HGNC:49082	
	
	
HGNC:50584	
HGNC:50584	
	
HGNC:2447	
	
HGNC:45274	
HGNC:51890	
	
HGNC:45274	
	
HGNC:51234	
HGNC:2628	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:9485	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:20990	
HGNC:49179	
HGNC:49179	
HGNC:49179	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:11369	
HGNC:11369	
HGNC:11369	
HGNC:11369	
HGNC:11369	
HGNC:11369	
HGNC:11369	
HGNC:11369	
HGNC:11582	
HGNC:11582	
HGNC:11582	
HGNC:11582	
HGNC:11582	
HGNC:11582	
HGNC:11582	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:51235	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:5047	
HGNC:51895	
HGNC:51896	
	
HGNC:48813	
HGNC:51897	
HGNC:51897	
	
	
	
	
HGNC:5284	
HGNC:5284	
HGNC:5284	
HGNC:5284	
HGNC:5284	
HGNC:5284	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:19368	
HGNC:49178	
HGNC:49617	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:21745	
HGNC:51333	
HGNC:30456	
HGNC:30456	
HGNC:30456	
HGNC:30456	
HGNC:30456	
HGNC:30456	
HGNC:27996	
HGNC:51893	
HGNC:27995	
HGNC:51894	
HGNC:5283	
HGNC:5283	
HGNC:5283	
HGNC:5283	
HGNC:5283	
HGNC:47406	
HGNC:47734	
	
HGNC:28753	
HGNC:28753	
HGNC:28753	
HGNC:28753	
HGNC:28753	
HGNC:28753	
	
	
HGNC:24074	
HGNC:24074	
HGNC:24074	
HGNC:29822	
HGNC:29822	
HGNC:29822	
HGNC:29822	
HGNC:29822	
HGNC:29822	
HGNC:29822	
	
	
HGNC:20230	
HGNC:20230	
HGNC:20230	
HGNC:20230	
HGNC:14368	
HGNC:14368	
HGNC:14368	
HGNC:14368	
HGNC:26764	
HGNC:26764	
HGNC:36401	
HGNC:20814	
HGNC:20814	
HGNC:2624	
HGNC:2624	
HGNC:2624	
HGNC:2624	
HGNC:2624	
HGNC:2624	
HGNC:2624	
HGNC:2624	
HGNC:33193	
HGNC:33193	
HGNC:33193	
HGNC:33193	
HGNC:33193	
HGNC:49193	
HGNC:30693	
HGNC:25122	
HGNC:25122	
HGNC:25122	
HGNC:25122	
HGNC:25122	
HGNC:25122	
HGNC:28596	
HGNC:28596	
HGNC:28596	
HGNC:28596	
HGNC:28596	
HGNC:28596	
HGNC:28596	
	
	
HGNC:11615	
HGNC:11615	
HGNC:11615	
HGNC:11615	
HGNC:11615	
HGNC:11615	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:3768	
HGNC:51960	
HGNC:39477	
HGNC:42301	
HGNC:42225	
HGNC:42255	
HGNC:42153	
HGNC:52165	
	
	
	
HGNC:2628	
HGNC:4407	
HGNC:4407	
HGNC:4407	
HGNC:4407	
HGNC:4407	
	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:11631	
	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
HGNC:17072	
	
	
	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:14987	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:9668	
HGNC:1435	
HGNC:1435	
HGNC:1435	
HGNC:1435	
HGNC:1435	
	
	
HGNC:25635	
HGNC:24346	
HGNC:24346	
	
HGNC:36170	
HGNC:3114	
HGNC:3114	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
HGNC:51210	
	
HGNC:5362	
HGNC:5362	
HGNC:5362	
HGNC:23411	
HGNC:25997	
HGNC:25997	
HGNC:25997	
	
	
	
	
	
	
	
	
	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:3954	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:2625	
HGNC:39141	
	
HGNC:12413	
HGNC:43074	
HGNC:43075	
HGNC:33855	
HGNC:48703	
HGNC:38670	
HGNC:19136	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
HGNC:2628	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:11631	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
HGNC:7707	
	
	
	
	
	
HGNC:43929	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
HGNC:3208	
	
	
HGNC:10201	
HGNC:32634	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:4463	
HGNC:48602	
HGNC:48602	
HGNC:45924	
HGNC:39349	
HGNC:45984	
HGNC:29313	
HGNC:29313	
	
	
HGNC:48781	
HGNC:7481	
HGNC:7470	
HGNC:7500	
HGNC:7471	A_24_P182122
HGNC:7490	A_24_P182122
HGNC:7455	A_24_P182122
HGNC:7455	A_23_P431853
HGNC:7488	A_23_P431853
	
HGNC:7495	
HGNC:7492	A_23_P431853
HGNC:7456	A_23_P431853
	
HGNC:7501	
	
HGNC:7475	
HGNC:7493	
HGNC:7477	
HGNC:7502	
HGNC:7419	A_23_P402751
HGNC:7419	A_23_P301925
HGNC:7497	
HGNC:7478	A_23_P402751
HGNC:7478	A_33_P3410700
HGNC:7421	A_23_P402751
HGNC:7421	A_23_P337726
HGNC:7421	A_33_P3410700
HGNC:7489	A_23_P337726
HGNC:7489	A_33_P3410700
	
HGNC:36410	
HGNC:7415	A_24_P350200
HGNC:7415	A_23_P337726
HGNC:7415	A_33_P3410700
	
HGNC:38555	
HGNC:7414	A_24_P350200
HGNC:7414	A_23_P337726
HGNC:7414	A_33_P3410700
	
HGNC:48765	A_32_P19431
HGNC:23449	A_33_P3308862
HGNC:23449	A_33_P3401119
HGNC:23449	A_33_P3308862
HGNC:23449	A_33_P3212754
HGNC:23449	A_33_P3401119
	
	
	
	
	
	
HGNC:2001	
HGNC:2001	
HGNC:3994	
HGNC:7422	A_33_P3336696
HGNC:7422	A_24_P350200
HGNC:7422	A_23_P360209
HGNC:21261	
	A_24_P278172
HGNC:7486	A_33_P3336696
HGNC:7486	A_23_P360209
HGNC:7458	A_33_P3336696
HGNC:7458	A_23_P360209
	
HGNC:19809	
HGNC:38332	
HGNC:7496	A_33_P3336696
HGNC:7496	A_23_P360209
HGNC:20494	A_23_P140342
	
	
HGNC:7460	A_33_P3336696
HGNC:7460	A_23_P315252
	
HGNC:17365	
HGNC:7459	A_23_P315252
HGNC:10099	A_23_P2725
HGNC:7487	
HGNC:41862	
HGNC:7498	
HGNC:7491	
	
	
HGNC:31418	A_33_P3257703
HGNC:31418	A_33_P3257703
HGNC:31418	
HGNC:31418	
HGNC:31418	A_33_P3257703
HGNC:31418	
HGNC:31418	
HGNC:7461	A_23_P406928
HGNC:21750	
HGNC:21750	
HGNC:42625	
HGNC:39757	
HGNC:45780	
HGNC:7462	A_23_P317056
HGNC:42911	
HGNC:7479	A_23_P317056
HGNC:42831	
	
HGNC:7427	
HGNC:45988	
HGNC:46275	
HGNC:7499	
	
HGNC:43313	
HGNC:7494	
HGNC:50155	
